repo_id,raw_pulled_id,hf_model_id,model_created,first_commit_date,lag_days
Akullganesh19/justiceai,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2024-07-23T16:09:09+00:00,2026-04-07T09:01:07+05:30,622.4736
